SourceFile,FileName,GPSLatitude,GPSLongitude,GPSLatitudeRef,GPSLongitudeRef,DateTimeOriginal
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8197.HEIC,IMG_8197.HEIC,"64 deg 9' 11.40"" N","21 deg 56' 53.71"" W",North,West,2026:04:15 14:10:15
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8198.HEIC,IMG_8198.HEIC,"64 deg 9' 12.09"" N","21 deg 56' 52.28"" W",North,West,2026:04:15 14:10:37
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8199.HEIC,IMG_8199.HEIC,"64 deg 9' 4.78"" N","21 deg 57' 40.69"" W",North,West,2026:04:15 14:21:06
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8200.HEIC,IMG_8200.HEIC,"64 deg 9' 4.89"" N","21 deg 57' 44.57"" W",North,West,2026:04:15 14:22:18
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8201.HEIC,IMG_8201.HEIC,"64 deg 9' 4.89"" N","21 deg 57' 44.57"" W",North,West,2026:04:15 14:22:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8202.HEIC,IMG_8202.HEIC,"64 deg 9' 4.29"" N","21 deg 57' 47.74"" W",North,West,2026:04:15 14:23:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8203.HEIC,IMG_8203.HEIC,"64 deg 9' 4.59"" N","21 deg 58' 52.84"" W",North,West,2026:04:15 14:45:37
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8204.HEIC,IMG_8204.HEIC,"64 deg 9' 4.56"" N","21 deg 58' 52.76"" W",North,West,2026:04:15 14:45:42
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8205.HEIC,IMG_8205.HEIC,"64 deg 9' 4.56"" N","21 deg 58' 52.64"" W",North,West,2026:04:15 14:45:49
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8206.HEIC,IMG_8206.HEIC,"64 deg 9' 4.56"" N","21 deg 58' 52.63"" W",North,West,2026:04:15 14:45:54
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8207.HEIC,IMG_8207.HEIC,"64 deg 9' 4.62"" N","21 deg 58' 52.68"" W",North,West,2026:04:15 14:45:58
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8208.HEIC,IMG_8208.HEIC,"64 deg 9' 4.56"" N","21 deg 58' 52.61"" W",North,West,2026:04:15 14:46:36
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8209.HEIC,IMG_8209.HEIC,"64 deg 9' 4.59"" N","21 deg 58' 52.61"" W",North,West,2026:04:15 14:46:39
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8210.HEIC,IMG_8210.HEIC,"64 deg 8' 41.80"" N","21 deg 56' 8.86"" W",North,West,2026:04:15 15:28:29
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8211.HEIC,IMG_8211.HEIC,"64 deg 8' 41.71"" N","21 deg 56' 8.89"" W",North,West,2026:04:15 15:28:33
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8212.HEIC,IMG_8212.HEIC,"64 deg 8' 23.72"" N","21 deg 56' 8.09"" W",North,West,2026:04:15 16:52:32
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8213.HEIC,IMG_8213.HEIC,"64 deg 8' 32.81"" N","21 deg 55' 42.02"" W",North,West,2026:04:15 17:23:13
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8215.HEIC,IMG_8215.HEIC,"64 deg 8' 32.81"" N","21 deg 55' 42.02"" W",North,West,2026:04:15 17:38:02
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8216.HEIC,IMG_8216.HEIC,"64 deg 8' 32.81"" N","21 deg 55' 42.02"" W",North,West,2026:04:15 17:38:04
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8217.HEIC,IMG_8217.HEIC,"64 deg 8' 32.81"" N","21 deg 55' 42.02"" W",North,West,2026:04:15 18:24:46
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8219.HEIC,IMG_8219.HEIC,"64 deg 8' 48.14"" N","21 deg 55' 50.53"" W",North,West,2026:04:15 23:34:55
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8220.HEIC,IMG_8220.HEIC,"64 deg 8' 48.11"" N","21 deg 55' 50.49"" W",North,West,2026:04:15 23:34:59
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8221.HEIC,IMG_8221.HEIC,"64 deg 8' 48.11"" N","21 deg 55' 50.47"" W",North,West,2026:04:15 23:35:00
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8224.HEIC,IMG_8224.HEIC,"64 deg 8' 52.45"" N","21 deg 56' 25.69"" W",North,West,2026:04:16 00:27:46
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8225.HEIC,IMG_8225.HEIC,"64 deg 8' 52.42"" N","21 deg 56' 25.64"" W",North,West,2026:04:16 00:27:53
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8230.HEIC,IMG_8230.HEIC,,,,,2026:04:16 22:07:56
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8233.HEIC,IMG_8233.HEIC,"64 deg 8' 34.41"" N","21 deg 56' 19.97"" W",North,West,2026:04:17 13:31:23
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8234.HEIC,IMG_8234.HEIC,"64 deg 8' 34.41"" N","21 deg 56' 19.98"" W",North,West,2026:04:17 13:31:25
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8235.HEIC,IMG_8235.HEIC,"64 deg 8' 38.09"" N","21 deg 56' 22.20"" W",North,West,2026:04:17 13:33:26
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8236.HEIC,IMG_8236.HEIC,"64 deg 8' 39.05"" N","21 deg 56' 22.04"" W",North,West,2026:04:17 13:34:41
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8237.HEIC,IMG_8237.HEIC,"64 deg 8' 38.25"" N","21 deg 56' 20.33"" W",North,West,2026:04:17 13:51:27
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8238.HEIC,IMG_8238.HEIC,"64 deg 8' 38.25"" N","21 deg 56' 20.33"" W",North,West,2026:04:17 13:51:28
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8239.HEIC,IMG_8239.HEIC,"64 deg 8' 38.25"" N","21 deg 56' 20.33"" W",North,West,2026:04:17 13:51:29
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8240.HEIC,IMG_8240.HEIC,"64 deg 8' 38.25"" N","21 deg 56' 20.32"" W",North,West,2026:04:17 13:51:32
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8241.HEIC,IMG_8241.HEIC,,,,,2026:04:17 15:15:15
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8242.HEIC,IMG_8242.HEIC,"64 deg 8' 38.83"" N","21 deg 56' 20.04"" W",North,West,2026:04:17 16:31:33
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8243.HEIC,IMG_8243.HEIC,"64 deg 8' 38.83"" N","21 deg 56' 20.04"" W",North,West,2026:04:17 16:31:46
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8244.HEIC,IMG_8244.HEIC,"64 deg 8' 38.86"" N","21 deg 56' 20.51"" W",North,West,2026:04:17 16:33:20
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8245.HEIC,IMG_8245.HEIC,"64 deg 8' 38.80"" N","21 deg 56' 20.16"" W",North,West,2026:04:17 16:33:23
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8246.HEIC,IMG_8246.HEIC,"64 deg 8' 39.19"" N","21 deg 56' 20.11"" W",North,West,2026:04:17 16:35:02
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8247.HEIC,IMG_8247.HEIC,"64 deg 8' 38.88"" N","21 deg 56' 20.01"" W",North,West,2026:04:17 16:35:18
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8248.HEIC,IMG_8248.HEIC,"64 deg 8' 38.88"" N","21 deg 56' 20.00"" W",North,West,2026:04:17 16:35:59
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8249.HEIC,IMG_8249.HEIC,"64 deg 8' 38.88"" N","21 deg 56' 20.00"" W",North,West,2026:04:17 16:36:16
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8250.HEIC,IMG_8250.HEIC,"64 deg 8' 39.21"" N","21 deg 56' 20.18"" W",North,West,2026:04:17 16:39:11
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8251.HEIC,IMG_8251.HEIC,"64 deg 8' 39.21"" N","21 deg 56' 20.19"" W",North,West,2026:04:17 16:39:12
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8252.HEIC,IMG_8252.HEIC,"64 deg 8' 39.27"" N","21 deg 56' 20.28"" W",North,West,2026:04:17 16:42:16
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8253.HEIC,IMG_8253.HEIC,"64 deg 8' 39.27"" N","21 deg 56' 20.28"" W",North,West,2026:04:17 16:42:55
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8254.HEIC,IMG_8254.HEIC,"64 deg 8' 39.27"" N","21 deg 56' 20.28"" W",North,West,2026:04:17 16:54:54
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8273.HEIC,IMG_8273.HEIC,"64 deg 8' 26.94"" N","21 deg 56' 5.54"" W",North,West,2026:04:18 23:41:36
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8274.HEIC,IMG_8274.HEIC,"64 deg 8' 27.02"" N","21 deg 56' 5.54"" W",North,West,2026:04:18 23:41:50
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8288.HEIC,IMG_8288.HEIC,"64 deg 8' 45.04"" N","21 deg 56' 25.38"" W",North,West,2026:04:19 20:18:07
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8289.HEIC,IMG_8289.HEIC,"64 deg 8' 45.04"" N","21 deg 56' 25.38"" W",North,West,2026:04:19 20:18:08
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8290.HEIC,IMG_8290.HEIC,"64 deg 8' 45.04"" N","21 deg 56' 25.38"" W",North,West,2026:04:19 20:18:08
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8291.HEIC,IMG_8291.HEIC,"64 deg 8' 45.01"" N","21 deg 56' 24.99"" W",North,West,2026:04:19 20:19:34
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8292.HEIC,IMG_8292.HEIC,"64 deg 8' 44.90"" N","21 deg 56' 25.06"" W",North,West,2026:04:19 20:19:35
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8293.HEIC,IMG_8293.HEIC,"64 deg 8' 44.84"" N","21 deg 56' 24.68"" W",North,West,2026:04:19 20:19:38
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8294.HEIC,IMG_8294.HEIC,"64 deg 8' 45.37"" N","21 deg 56' 23.51"" W",North,West,2026:04:19 21:39:52
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8295.HEIC,IMG_8295.HEIC,"64 deg 8' 45.37"" N","21 deg 56' 23.40"" W",North,West,2026:04:19 21:39:54
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8296.HEIC,IMG_8296.HEIC,"64 deg 8' 45.20"" N","21 deg 56' 23.24"" W",North,West,2026:04:19 21:39:56
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8297.HEIC,IMG_8297.HEIC,"64 deg 8' 45.50"" N","21 deg 56' 25.93"" W",North,West,2026:04:19 22:08:28
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8298.HEIC,IMG_8298.HEIC,"64 deg 8' 45.39"" N","21 deg 56' 25.57"" W",North,West,2026:04:19 22:08:33
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8300.HEIC,IMG_8300.HEIC,"64 deg 8' 32.27"" N","21 deg 57' 58.81"" W",North,West,2026:04:20 18:44:43
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8301.HEIC,IMG_8301.HEIC,"64 deg 8' 32.29"" N","21 deg 57' 58.83"" W",North,West,2026:04:20 18:44:44
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8302.HEIC,IMG_8302.HEIC,"64 deg 8' 32.21"" N","21 deg 58' 0.34"" W",North,West,2026:04:20 18:45:03
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8303.HEIC,IMG_8303.HEIC,"64 deg 8' 31.83"" N","21 deg 58' 1.59"" W",North,West,2026:04:20 18:45:21
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8304.HEIC,IMG_8304.HEIC,"64 deg 8' 30.89"" N","21 deg 58' 4.58"" W",North,West,2026:04:20 18:46:01
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8305.HEIC,IMG_8305.HEIC,"64 deg 8' 30.67"" N","21 deg 58' 4.77"" W",North,West,2026:04:20 18:46:23
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8306.HEIC,IMG_8306.HEIC,"64 deg 8' 30.67"" N","21 deg 58' 4.70"" W",North,West,2026:04:20 18:46:35
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8307.HEIC,IMG_8307.HEIC,"64 deg 8' 30.95"" N","21 deg 58' 5.38"" W",North,West,2026:04:20 18:46:49
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8308.HEIC,IMG_8308.HEIC,"64 deg 8' 30.95"" N","21 deg 58' 5.41"" W",North,West,2026:04:20 18:46:51
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8309.HEIC,IMG_8309.HEIC,"64 deg 8' 31.39"" N","21 deg 58' 7.53"" W",North,West,2026:04:20 18:47:14
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8310.HEIC,IMG_8310.HEIC,"64 deg 8' 31.44"" N","21 deg 58' 7.93"" W",North,West,2026:04:20 18:47:25
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8311.HEIC,IMG_8311.HEIC,"64 deg 8' 33.01"" N","21 deg 58' 17.29"" W",North,West,2026:04:20 18:48:55
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8312.HEIC,IMG_8312.HEIC,"64 deg 8' 33.01"" N","21 deg 58' 17.27"" W",North,West,2026:04:20 18:48:57
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8313.HEIC,IMG_8313.HEIC,"64 deg 8' 32.51"" N","21 deg 58' 17.90"" W",North,West,2026:04:20 18:49:18
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8314.HEIC,IMG_8314.HEIC,"64 deg 8' 31.19"" N","21 deg 58' 21.36"" W",North,West,2026:04:20 18:50:25
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8315.HEIC,IMG_8315.HEIC,"64 deg 8' 31.19"" N","21 deg 58' 21.34"" W",North,West,2026:04:20 18:50:27
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8316.HEIC,IMG_8316.HEIC,"64 deg 8' 31.22"" N","21 deg 58' 21.34"" W",North,West,2026:04:20 18:50:32
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8317.HEIC,IMG_8317.HEIC,"64 deg 8' 31.25"" N","21 deg 58' 21.02"" W",North,West,2026:04:20 18:50:46
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8318.HEIC,IMG_8318.HEIC,"64 deg 8' 32.65"" N","21 deg 58' 17.53"" W",North,West,2026:04:20 18:51:48
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8319.HEIC,IMG_8319.HEIC,"64 deg 8' 12.16"" N","21 deg 57' 45.37"" W",North,West,2026:04:20 19:00:51
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8320.HEIC,IMG_8320.HEIC,"64 deg 8' 12.16"" N","21 deg 57' 45.36"" W",North,West,2026:04:20 19:00:55
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8321.HEIC,IMG_8321.HEIC,"64 deg 8' 11.25"" N","21 deg 57' 45.02"" W",North,West,2026:04:20 19:01:22
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8322.HEIC,IMG_8322.HEIC,"64 deg 8' 7.68"" N","21 deg 57' 41.77"" W",North,West,2026:04:20 19:02:47
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8323.HEIC,IMG_8323.HEIC,"64 deg 8' 7.68"" N","21 deg 57' 41.77"" W",North,West,2026:04:20 19:02:48
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8324.HEIC,IMG_8324.HEIC,"64 deg 8' 6.64"" N","21 deg 57' 40.82"" W",North,West,2026:04:20 19:03:21
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8325.HEIC,IMG_8325.HEIC,"64 deg 8' 5.93"" N","21 deg 57' 40.45"" W",North,West,2026:04:20 19:03:44
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8326.HEIC,IMG_8326.HEIC,"64 deg 8' 0.18"" N","21 deg 57' 33.74"" W",North,West,2026:04:20 19:06:40
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8327.HEIC,IMG_8327.HEIC,"64 deg 8' 0.21"" N","21 deg 57' 33.79"" W",North,West,2026:04:20 19:06:51
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8328.HEIC,IMG_8328.HEIC,"64 deg 7' 57.03"" N","21 deg 57' 33.39"" W",North,West,2026:04:20 19:08:06
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8329.HEIC,IMG_8329.HEIC,"64 deg 7' 57.00"" N","21 deg 57' 33.39"" W",North,West,2026:04:20 19:08:08
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8330.HEIC,IMG_8330.HEIC,"64 deg 7' 53.18"" N","21 deg 57' 32.78"" W",North,West,2026:04:20 19:09:24
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8331.HEIC,IMG_8331.HEIC,"64 deg 7' 48.73"" N","21 deg 57' 33.08"" W",North,West,2026:04:20 19:11:01
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8332.HEIC,IMG_8332.HEIC,"64 deg 7' 46.09"" N","21 deg 57' 33.00"" W",North,West,2026:04:20 19:12:12
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8333.HEIC,IMG_8333.HEIC,"64 deg 7' 46.09"" N","21 deg 57' 32.97"" W",North,West,2026:04:20 19:12:16
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8334.HEIC,IMG_8334.HEIC,"64 deg 7' 45.93"" N","21 deg 57' 32.82"" W",North,West,2026:04:20 19:12:32
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8335.HEIC,IMG_8335.HEIC,"64 deg 7' 44.09"" N","21 deg 57' 30.48"" W",North,West,2026:04:20 19:13:20
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8336.HEIC,IMG_8336.HEIC,"64 deg 7' 42.44"" N","21 deg 57' 29.29"" W",North,West,2026:04:20 19:13:58
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8337.HEIC,IMG_8337.HEIC,"64 deg 7' 36.89"" N","21 deg 57' 8.41"" W",North,West,2026:04:20 19:17:41
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8338.HEIC,IMG_8338.HEIC,"64 deg 7' 36.89"" N","21 deg 57' 8.41"" W",North,West,2026:04:20 19:17:43
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8340.HEIC,IMG_8340.HEIC,"64 deg 7' 50.38"" N","21 deg 57' 12.96"" W",North,West,2026:04:20 19:27:41
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8341.HEIC,IMG_8341.HEIC,,,,,2026:04:20 19:29:35
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8342.HEIC,IMG_8342.HEIC,,,,,2026:04:20 19:29:38
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8344.HEIC,IMG_8344.HEIC,"64 deg 8' 53.30"" N","21 deg 56' 29.63"" W",North,West,2026:04:20 21:08:38
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8345.HEIC,IMG_8345.HEIC,"64 deg 8' 55.47"" N","21 deg 56' 30.33"" W",North,West,2026:04:20 21:09:47
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8349.HEIC,IMG_8349.HEIC,"64 deg 8' 54.40"" N","21 deg 56' 28.61"" W",North,West,2026:04:20 22:54:48
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8350.HEIC,IMG_8350.HEIC,"64 deg 8' 54.35"" N","21 deg 56' 28.71"" W",North,West,2026:04:20 22:55:15
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8351.HEIC,IMG_8351.HEIC,"64 deg 8' 54.02"" N","21 deg 56' 27.87"" W",North,West,2026:04:20 22:57:23
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8352.HEIC,IMG_8352.HEIC,"64 deg 8' 54.59"" N","21 deg 56' 24.92"" W",North,West,2026:04:20 23:05:55
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8354.HEIC,IMG_8354.HEIC,"64 deg 8' 51.08"" N","21 deg 56' 21.74"" W",North,West,2026:04:21 00:45:36
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8364.HEIC,IMG_8364.HEIC,"64 deg 8' 27.51"" N","21 deg 56' 16.52"" W",North,West,2026:04:21 07:52:39
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8368.HEIC,IMG_8368.HEIC,"64 deg 8' 51.79"" N","21 deg 56' 22.79"" W",North,West,2026:04:21 20:41:30
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8375.HEIC,IMG_8375.HEIC,"64 deg 8' 44.71"" N","21 deg 55' 34.88"" W",North,West,2026:04:23 02:07:03
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8376.HEIC,IMG_8376.HEIC,"64 deg 8' 45.04"" N","21 deg 55' 35.59"" W",North,West,2026:04:23 02:09:29
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8377.HEIC,IMG_8377.HEIC,"64 deg 8' 34.30"" N","21 deg 55' 41.77"" W",North,West,2026:04:23 05:20:31
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8378.HEIC,IMG_8378.HEIC,"64 deg 8' 34.43"" N","21 deg 55' 42.27"" W",North,West,2026:04:23 05:21:01
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8381.HEIC,IMG_8381.HEIC,"64 deg 8' 33.12"" N","21 deg 55' 40.76"" W",North,West,2026:04:23 05:22:56
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8382.HEIC,IMG_8382.HEIC,"64 deg 8' 33.14"" N","21 deg 55' 40.77"" W",North,West,2026:04:23 05:23:04
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8383.HEIC,IMG_8383.HEIC,"64 deg 8' 33.17"" N","21 deg 55' 40.78"" W",North,West,2026:04:23 05:23:13
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8384.HEIC,IMG_8384.HEIC,"64 deg 8' 32.32"" N","21 deg 55' 43.09"" W",North,West,2026:04:23 05:24:07
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8385.HEIC,IMG_8385.HEIC,"64 deg 8' 32.35"" N","21 deg 55' 42.92"" W",North,West,2026:04:23 05:24:12
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8389.HEIC,IMG_8389.HEIC,"64 deg 9' 1.21"" N","21 deg 56' 36.38"" W",North,West,2026:04:23 16:13:56
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8390.HEIC,IMG_8390.HEIC,"64 deg 9' 1.10"" N","21 deg 56' 35.28"" W",North,West,2026:04:23 16:14:02
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8391.HEIC,IMG_8391.HEIC,"64 deg 9' 0.88"" N","21 deg 56' 33.96"" W",North,West,2026:04:23 16:14:06
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8393.HEIC,IMG_8393.HEIC,"64 deg 9' 0.69"" N","21 deg 56' 33.32"" W",North,West,2026:04:23 16:18:10
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8394.HEIC,IMG_8394.HEIC,"64 deg 9' 0.69"" N","21 deg 56' 33.32"" W",North,West,2026:04:23 16:18:13
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8397.HEIC,IMG_8397.HEIC,"64 deg 9' 0.66"" N","21 deg 56' 33.20"" W",North,West,2026:04:23 16:18:24
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8398.HEIC,IMG_8398.HEIC,"64 deg 9' 1.16"" N","21 deg 56' 35.66"" W",North,West,2026:04:23 17:55:57
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8400.HEIC,IMG_8400.HEIC,"64 deg 9' 1.16"" N","21 deg 56' 35.65"" W",North,West,2026:04:23 17:55:59
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8404.HEIC,IMG_8404.HEIC,"64 deg 8' 34.24"" N","21 deg 56' 6.48"" W",North,West,2026:04:24 13:11:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8405.HEIC,IMG_8405.HEIC,"64 deg 8' 34.22"" N","21 deg 56' 6.48"" W",North,West,2026:04:24 13:11:21
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8406.HEIC,IMG_8406.HEIC,"64 deg 8' 34.30"" N","21 deg 56' 5.72"" W",North,West,2026:04:24 13:12:09
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8407.HEIC,IMG_8407.HEIC,"64 deg 8' 34.43"" N","21 deg 56' 6.84"" W",North,West,2026:04:24 13:12:36
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8408.HEIC,IMG_8408.HEIC,"64 deg 8' 34.85"" N","21 deg 56' 6.09"" W",North,West,2026:04:24 13:12:44
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8410.HEIC,IMG_8410.HEIC,"64 deg 8' 40.34"" N","21 deg 55' 59.34"" W",North,West,2026:04:24 13:21:40
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8412.HEIC,IMG_8412.HEIC,"64 deg 8' 40.31"" N","21 deg 55' 58.15"" W",North,West,2026:04:24 13:47:10
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8414.HEIC,IMG_8414.HEIC,"64 deg 8' 49.57"" N","21 deg 55' 55.75"" W",North,West,2026:04:24 13:55:39
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8415.HEIC,IMG_8415.HEIC,"64 deg 8' 50.72"" N","21 deg 55' 55.52"" W",North,West,2026:04:24 13:59:57
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8416.HEIC,IMG_8416.HEIC,"64 deg 8' 50.78"" N","21 deg 55' 55.57"" W",North,West,2026:04:24 14:00:22
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8417.HEIC,IMG_8417.HEIC,"64 deg 8' 50.78"" N","21 deg 55' 55.22"" W",North,West,2026:04:24 14:01:00
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8418.HEIC,IMG_8418.HEIC,"64 deg 8' 50.80"" N","21 deg 55' 55.42"" W",North,West,2026:04:24 14:01:29
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8419.HEIC,IMG_8419.HEIC,"64 deg 8' 49.35"" N","21 deg 55' 54.24"" W",North,West,2026:04:24 14:02:40
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8420.HEIC,IMG_8420.HEIC,"64 deg 8' 49.13"" N","21 deg 55' 53.60"" W",North,West,2026:04:24 14:03:12
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8421.HEIC,IMG_8421.HEIC,"64 deg 8' 50.39"" N","21 deg 55' 54.67"" W",North,West,2026:04:24 14:03:35
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_8422.HEIC,IMG_8422.HEIC,"64 deg 8' 50.86"" N","21 deg 55' 55.44"" W",North,West,2026:04:24 14:04:00
