SourceFile,FileName,GPSLatitude,GPSLongitude,GPSLatitudeRef,GPSLongitudeRef,DateTimeOriginal
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9236.HEIC,IMG_9236.HEIC,"63 deg 36' 54.51"" N","19 deg 59' 19.54"" W",North,West,2026:05:09 18:40:05
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9237.HEIC,IMG_9237.HEIC,"63 deg 36' 54.53"" N","19 deg 59' 19.51"" W",North,West,2026:05:09 18:40:06
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9238.HEIC,IMG_9238.HEIC,"63 deg 36' 54.67"" N","19 deg 59' 19.35"" W",North,West,2026:05:09 18:40:28
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9239.HEIC,IMG_9239.HEIC,"63 deg 36' 54.65"" N","19 deg 59' 19.33"" W",North,West,2026:05:09 18:40:29
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9240.HEIC,IMG_9240.HEIC,"63 deg 36' 54.65"" N","19 deg 59' 19.33"" W",North,West,2026:05:09 18:40:30
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9241.HEIC,IMG_9241.HEIC,"63 deg 36' 54.75"" N","19 deg 59' 19.54"" W",North,West,2026:05:09 18:40:32
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9242.HEIC,IMG_9242.HEIC,"63 deg 36' 54.78"" N","19 deg 59' 19.65"" W",North,West,2026:05:09 18:40:32
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9243.HEIC,IMG_9243.HEIC,"63 deg 36' 55.02"" N","19 deg 59' 18.42"" W",North,West,2026:05:09 18:41:05
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9244.HEIC,IMG_9244.HEIC,"63 deg 36' 55.41"" N","19 deg 59' 19.50"" W",North,West,2026:05:09 18:41:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9245.HEIC,IMG_9245.HEIC,"63 deg 36' 55.38"" N","19 deg 59' 19.49"" W",North,West,2026:05:09 18:41:23
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9246.HEIC,IMG_9246.HEIC,"63 deg 36' 55.50"" N","19 deg 59' 19.74"" W",North,West,2026:05:09 18:41:26
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9247.HEIC,IMG_9247.HEIC,"63 deg 36' 55.45"" N","19 deg 59' 19.68"" W",North,West,2026:05:09 18:41:29
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9248.HEIC,IMG_9248.HEIC,"63 deg 36' 55.45"" N","19 deg 59' 19.69"" W",North,West,2026:05:09 18:41:31
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9249.HEIC,IMG_9249.HEIC,"63 deg 36' 55.74"" N","19 deg 59' 20.09"" W",North,West,2026:05:09 18:42:02
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9250.HEIC,IMG_9250.HEIC,"63 deg 36' 55.76"" N","19 deg 59' 20.24"" W",North,West,2026:05:09 18:42:04
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9251.HEIC,IMG_9251.HEIC,"63 deg 36' 55.79"" N","19 deg 59' 20.46"" W",North,West,2026:05:09 18:42:07
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9252.HEIC,IMG_9252.HEIC,"63 deg 36' 55.79"" N","19 deg 59' 20.46"" W",North,West,2026:05:09 18:42:09
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9253.HEIC,IMG_9253.HEIC,"63 deg 36' 55.63"" N","19 deg 59' 17.61"" W",North,West,2026:05:09 18:42:36
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9254.HEIC,IMG_9254.HEIC,"63 deg 36' 55.56"" N","19 deg 59' 17.38"" W",North,West,2026:05:09 18:42:37
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9255.HEIC,IMG_9255.HEIC,"63 deg 36' 55.56"" N","19 deg 59' 17.39"" W",North,West,2026:05:09 18:42:38
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9256.HEIC,IMG_9256.HEIC,"63 deg 36' 55.50"" N","19 deg 59' 17.28"" W",North,West,2026:05:09 18:42:39
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9257.HEIC,IMG_9257.HEIC,"63 deg 36' 55.50"" N","19 deg 59' 17.33"" W",North,West,2026:05:09 18:42:40
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9258.HEIC,IMG_9258.HEIC,"63 deg 36' 55.52"" N","19 deg 59' 17.27"" W",North,West,2026:05:09 18:42:42
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9259.HEIC,IMG_9259.HEIC,"63 deg 36' 55.91"" N","19 deg 59' 16.60"" W",North,West,2026:05:09 18:43:02
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9260.HEIC,IMG_9260.HEIC,"63 deg 36' 55.93"" N","19 deg 59' 16.47"" W",North,West,2026:05:09 18:43:03
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9261.HEIC,IMG_9261.HEIC,"63 deg 36' 55.86"" N","19 deg 59' 16.20"" W",North,West,2026:05:09 18:43:20
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9262.HEIC,IMG_9262.HEIC,"63 deg 36' 55.86"" N","19 deg 59' 16.21"" W",North,West,2026:05:09 18:43:20
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9263.HEIC,IMG_9263.HEIC,"63 deg 36' 55.86"" N","19 deg 59' 16.19"" W",North,West,2026:05:09 18:43:22
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9264.HEIC,IMG_9264.HEIC,"63 deg 36' 55.86"" N","19 deg 59' 16.24"" W",North,West,2026:05:09 18:43:23
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9265.HEIC,IMG_9265.HEIC,"63 deg 36' 55.86"" N","19 deg 59' 16.25"" W",North,West,2026:05:09 18:43:24
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9266.HEIC,IMG_9266.HEIC,"63 deg 36' 55.86"" N","19 deg 59' 16.25"" W",North,West,2026:05:09 18:43:24
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9267.HEIC,IMG_9267.HEIC,"63 deg 36' 55.91"" N","19 deg 59' 16.42"" W",North,West,2026:05:09 18:43:32
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9268.HEIC,IMG_9268.HEIC,"63 deg 36' 56.30"" N","19 deg 59' 16.70"" W",North,West,2026:05:09 18:43:50
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9269.HEIC,IMG_9269.HEIC,"63 deg 36' 56.31"" N","19 deg 59' 16.77"" W",North,West,2026:05:09 18:43:50
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9270.HEIC,IMG_9270.HEIC,"63 deg 36' 56.53"" N","19 deg 59' 16.90"" W",North,West,2026:05:09 18:44:18
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9271.HEIC,IMG_9271.HEIC,"63 deg 36' 56.53"" N","19 deg 59' 16.84"" W",North,West,2026:05:09 18:44:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9272.HEIC,IMG_9272.HEIC,"63 deg 36' 56.53"" N","19 deg 59' 16.84"" W",North,West,2026:05:09 18:44:21
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9273.HEIC,IMG_9273.HEIC,"63 deg 36' 56.53"" N","19 deg 59' 16.93"" W",North,West,2026:05:09 18:44:21
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9274.HEIC,IMG_9274.HEIC,"63 deg 36' 56.56"" N","19 deg 59' 17.17"" W",North,West,2026:05:09 18:44:24
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9275.HEIC,IMG_9275.HEIC,"63 deg 36' 56.70"" N","19 deg 59' 16.83"" W",North,West,2026:05:09 18:44:36
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9276.HEIC,IMG_9276.HEIC,"63 deg 36' 56.70"" N","19 deg 59' 16.97"" W",North,West,2026:05:09 18:44:38
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9277.HEIC,IMG_9277.HEIC,"63 deg 36' 56.71"" N","19 deg 59' 16.98"" W",North,West,2026:05:09 18:44:40
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9278.HEIC,IMG_9278.HEIC,"63 deg 36' 56.71"" N","19 deg 59' 17.02"" W",North,West,2026:05:09 18:44:42
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9279.HEIC,IMG_9279.HEIC,"63 deg 36' 56.90"" N","19 deg 59' 16.87"" W",North,West,2026:05:09 18:44:52
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9280.HEIC,IMG_9280.HEIC,"63 deg 36' 56.84"" N","19 deg 59' 16.83"" W",North,West,2026:05:09 18:44:57
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9281.HEIC,IMG_9281.HEIC,"63 deg 36' 56.82"" N","19 deg 59' 16.81"" W",North,West,2026:05:09 18:44:58
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9282.HEIC,IMG_9282.HEIC,"63 deg 36' 56.81"" N","19 deg 59' 16.96"" W",North,West,2026:05:09 18:45:06
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9283.HEIC,IMG_9283.HEIC,"63 deg 36' 56.84"" N","19 deg 59' 16.98"" W",North,West,2026:05:09 18:45:17
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9284.HEIC,IMG_9284.HEIC,"63 deg 36' 56.79"" N","19 deg 59' 16.95"" W",North,West,2026:05:09 18:45:20
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9285.HEIC,IMG_9285.HEIC,"63 deg 36' 56.42"" N","19 deg 59' 17.99"" W",North,West,2026:05:09 18:46:13
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9285.MP4,IMG_9285.MP4,"63 deg 36' 56.52"" N","19 deg 59' 17.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9286.HEIC,IMG_9286.HEIC,"63 deg 36' 56.44"" N","19 deg 59' 17.96"" W",North,West,2026:05:09 18:46:13
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9286.MP4,IMG_9286.MP4,"63 deg 36' 56.52"" N","19 deg 59' 17.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9287.HEIC,IMG_9287.HEIC,"63 deg 36' 56.42"" N","19 deg 59' 18.01"" W",North,West,2026:05:09 18:46:15
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9287.MP4,IMG_9287.MP4,"63 deg 36' 56.52"" N","19 deg 59' 17.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9288.HEIC,IMG_9288.HEIC,"63 deg 36' 56.42"" N","19 deg 59' 18.03"" W",North,West,2026:05:09 18:46:16
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9288.MP4,IMG_9288.MP4,"63 deg 36' 56.52"" N","19 deg 59' 17.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9289.HEIC,IMG_9289.HEIC,"63 deg 36' 56.42"" N","19 deg 59' 18.03"" W",North,West,2026:05:09 18:46:17
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9289.MP4,IMG_9289.MP4,"63 deg 36' 56.52"" N","19 deg 59' 17.88"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9290.HEIC,IMG_9290.HEIC,"63 deg 36' 56.44"" N","19 deg 59' 18.14"" W",North,West,2026:05:09 18:46:18
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9290.MP4,IMG_9290.MP4,"63 deg 36' 56.52"" N","19 deg 59' 18.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9291.HEIC,IMG_9291.HEIC,"63 deg 36' 56.44"" N","19 deg 59' 18.31"" W",North,West,2026:05:09 18:46:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9291.MP4,IMG_9291.MP4,"63 deg 36' 56.52"" N","19 deg 59' 18.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9292.HEIC,IMG_9292.HEIC,"63 deg 36' 56.44"" N","19 deg 59' 18.31"" W",North,West,2026:05:09 18:46:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9292.MP4,IMG_9292.MP4,"63 deg 36' 56.52"" N","19 deg 59' 18.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9293.HEIC,IMG_9293.HEIC,"63 deg 36' 57.05"" N","19 deg 59' 19.89"" W",North,West,2026:05:09 18:46:41
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9293.MP4,IMG_9293.MP4,"63 deg 36' 56.88"" N","19 deg 59' 20.04"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9294.HEIC,IMG_9294.HEIC,"63 deg 36' 57.05"" N","19 deg 59' 19.89"" W",North,West,2026:05:09 18:46:43
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9294.MP4,IMG_9294.MP4,"63 deg 36' 56.88"" N","19 deg 59' 20.04"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9295.HEIC,IMG_9295.HEIC,"63 deg 36' 57.03"" N","19 deg 59' 19.74"" W",North,West,2026:05:09 18:46:50
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9295.MP4,IMG_9295.MP4,"63 deg 36' 56.88"" N","19 deg 59' 19.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9296.HEIC,IMG_9296.HEIC,"63 deg 36' 58.62"" N","19 deg 59' 20.58"" W",North,West,2026:05:09 18:47:41
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9296.MP4,IMG_9296.MP4,"63 deg 36' 58.68"" N","19 deg 59' 20.76"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9297.HEIC,IMG_9297.HEIC,"63 deg 36' 58.57"" N","19 deg 59' 20.51"" W",North,West,2026:05:09 18:47:43
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9297.MP4,IMG_9297.MP4,"63 deg 36' 58.68"" N","19 deg 59' 20.40"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9298.HEIC,IMG_9298.HEIC,"63 deg 36' 58.55"" N","19 deg 59' 20.46"" W",North,West,2026:05:09 18:47:43
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9298.MP4,IMG_9298.MP4,"63 deg 36' 58.68"" N","19 deg 59' 20.40"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9299.HEIC,IMG_9299.HEIC,"63 deg 36' 58.55"" N","19 deg 59' 20.46"" W",North,West,2026:05:09 18:47:44
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9299.MP4,IMG_9299.MP4,"63 deg 36' 58.68"" N","19 deg 59' 20.40"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9300.HEIC,IMG_9300.HEIC,"63 deg 36' 58.54"" N","19 deg 59' 20.47"" W",North,West,2026:05:09 18:47:45
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9300.MP4,IMG_9300.MP4,"63 deg 36' 58.68"" N","19 deg 59' 20.40"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9301.HEIC,IMG_9301.HEIC,"63 deg 37' 14.25"" N","19 deg 59' 15.32"" W",North,West,2026:05:09 18:55:25
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9301.MP4,IMG_9301.MP4,"63 deg 37' 14.16"" N","19 deg 59' 15.36"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9302.HEIC,IMG_9302.HEIC,"63 deg 37' 14.56"" N","19 deg 59' 14.82"" W",North,West,2026:05:09 18:55:30
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9302.MP4,IMG_9302.MP4,"63 deg 37' 14.52"" N","19 deg 59' 14.64"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9303.HEIC,IMG_9303.HEIC,"63 deg 37' 14.69"" N","19 deg 59' 14.34"" W",North,West,2026:05:09 18:55:44
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9303.MP4,IMG_9303.MP4,"63 deg 37' 14.52"" N","19 deg 59' 14.28"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9307.HEIC,IMG_9307.HEIC,"63 deg 37' 14.41"" N","19 deg 59' 14.25"" W",North,West,2026:05:09 18:57:19
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9307.MP4,IMG_9307.MP4,"63 deg 37' 14.52"" N","19 deg 59' 14.28"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9309.HEIC,IMG_9309.HEIC,"63 deg 37' 14.37"" N","19 deg 59' 14.08"" W",North,West,2026:05:09 18:57:43
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9309.MP4,IMG_9309.MP4,"63 deg 37' 14.52"" N","19 deg 59' 13.92"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9310.HEIC,IMG_9310.HEIC,"63 deg 37' 14.78"" N","19 deg 59' 13.18"" W",North,West,2026:05:09 18:58:48
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9310.MP4,IMG_9310.MP4,"63 deg 37' 14.88"" N","19 deg 59' 13.20"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9319.HEIC,IMG_9319.HEIC,"63 deg 37' 14.95"" N","19 deg 59' 13.36"" W",North,West,2026:05:09 19:01:01
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9319.MP4,IMG_9319.MP4,"63 deg 37' 14.88"" N","19 deg 59' 13.20"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9320.HEIC,IMG_9320.HEIC,"63 deg 37' 15.29"" N","19 deg 59' 12.91"" W",North,West,2026:05:09 19:01:22
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9320.MP4,IMG_9320.MP4,"63 deg 37' 15.24"" N","19 deg 59' 12.84"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9321.HEIC,IMG_9321.HEIC,"63 deg 37' 15.32"" N","19 deg 59' 12.82"" W",North,West,2026:05:09 19:01:40
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9321.MP4,IMG_9321.MP4,"63 deg 37' 15.24"" N","19 deg 59' 12.84"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9322.HEIC,IMG_9322.HEIC,"63 deg 37' 15.48"" N","19 deg 59' 12.18"" W",North,West,2026:05:09 19:02:05
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9322.MP4,IMG_9322.MP4,"63 deg 37' 15.60"" N","19 deg 59' 12.12"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9323.HEIC,IMG_9323.HEIC,"63 deg 37' 15.47"" N","19 deg 59' 12.09"" W",North,West,2026:05:09 19:02:17
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9323.MP4,IMG_9323.MP4,"63 deg 37' 15.60"" N","19 deg 59' 12.12"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9324.HEIC,IMG_9324.HEIC,"63 deg 37' 15.47"" N","19 deg 59' 12.04"" W",North,West,2026:05:09 19:02:18
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9324.MP4,IMG_9324.MP4,"63 deg 37' 15.60"" N","19 deg 59' 12.12"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9325.HEIC,IMG_9325.HEIC,"63 deg 37' 15.46"" N","19 deg 59' 12.16"" W",North,West,2026:05:09 19:02:24
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9325.MP4,IMG_9325.MP4,"63 deg 37' 15.60"" N","19 deg 59' 12.12"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9326.HEIC,IMG_9326.HEIC,"63 deg 37' 15.47"" N","19 deg 59' 12.13"" W",North,West,2026:05:09 19:02:35
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9326.MP4,IMG_9326.MP4,"63 deg 37' 15.60"" N","19 deg 59' 12.12"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9327.HEIC,IMG_9327.HEIC,"63 deg 37' 15.43"" N","19 deg 59' 12.07"" W",North,West,2026:05:09 19:02:37
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9327.MP4,IMG_9327.MP4,"63 deg 37' 15.60"" N","19 deg 59' 12.12"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9328.HEIC,IMG_9328.HEIC,"63 deg 37' 15.44"" N","19 deg 59' 11.98"" W",North,West,2026:05:09 19:02:41
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9328.MP4,IMG_9328.MP4,"63 deg 37' 15.60"" N","19 deg 59' 12.12"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9329.HEIC,IMG_9329.HEIC,"63 deg 37' 15.46"" N","19 deg 59' 11.49"" W",North,West,2026:05:09 19:05:09
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9329.MP4,IMG_9329.MP4,"63 deg 37' 15.60"" N","19 deg 59' 11.40"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9330.HEIC,IMG_9330.HEIC,"63 deg 37' 15.51"" N","19 deg 59' 11.13"" W",North,West,2026:05:09 19:05:10
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9330.MP4,IMG_9330.MP4,"63 deg 37' 15.60"" N","19 deg 59' 11.04"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9331.HEIC,IMG_9331.HEIC,"63 deg 37' 15.48"" N","19 deg 59' 11.12"" W",North,West,2026:05:09 19:05:11
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9331.MP4,IMG_9331.MP4,"63 deg 37' 15.60"" N","19 deg 59' 11.04"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9332.HEIC,IMG_9332.HEIC,"63 deg 37' 15.57"" N","19 deg 59' 10.60"" W",North,West,2026:05:09 19:05:17
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9332.MP4,IMG_9332.MP4,"63 deg 37' 15.60"" N","19 deg 59' 10.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9333.HEIC,IMG_9333.HEIC,"63 deg 37' 15.55"" N","19 deg 59' 10.53"" W",North,West,2026:05:09 19:05:18
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9333.MP4,IMG_9333.MP4,"63 deg 37' 15.60"" N","19 deg 59' 10.68"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9334.HEIC,IMG_9334.HEIC,"63 deg 37' 15.36"" N","19 deg 59' 9.85"" W",North,West,2026:05:09 19:05:32
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9334.MP4,IMG_9334.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.96"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9335.HEIC,IMG_9335.HEIC,"63 deg 37' 15.32"" N","19 deg 59' 9.88"" W",North,West,2026:05:09 19:05:33
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9335.MP4,IMG_9335.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.96"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9336.HEIC,IMG_9336.HEIC,"63 deg 37' 15.32"" N","19 deg 59' 9.88"" W",North,West,2026:05:09 19:05:34
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9336.MP4,IMG_9336.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.96"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9337.HEIC,IMG_9337.HEIC,"63 deg 37' 15.31"" N","19 deg 59' 9.63"" W",North,West,2026:05:09 19:05:37
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9337.MP4,IMG_9337.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9338.HEIC,IMG_9338.HEIC,"63 deg 37' 15.32"" N","19 deg 59' 9.50"" W",North,West,2026:05:09 19:05:38
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9338.MP4,IMG_9338.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9339.HEIC,IMG_9339.HEIC,"63 deg 37' 15.32"" N","19 deg 59' 9.28"" W",North,West,2026:05:09 19:05:48
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9339.MP4,IMG_9339.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.24"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9340.JPG,IMG_9340.JPG,"63 deg 37' 15.22"" N","19 deg 59' 9.07"" W",North,West,2026:05:09 19:05:50
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9341.HEIC,IMG_9341.HEIC,"63 deg 37' 15.10"" N","19 deg 59' 9.71"" W",North,West,2026:05:09 19:06:03
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9341.MP4,IMG_9341.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9342.HEIC,IMG_9342.HEIC,"63 deg 37' 15.09"" N","19 deg 59' 9.70"" W",North,West,2026:05:09 19:06:04
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9342.MP4,IMG_9342.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9343.HEIC,IMG_9343.HEIC,"63 deg 37' 15.10"" N","19 deg 59' 9.68"" W",North,West,2026:05:09 19:06:05
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9343.MP4,IMG_9343.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9344.HEIC,IMG_9344.HEIC,"63 deg 37' 15.10"" N","19 deg 59' 9.64"" W",North,West,2026:05:09 19:06:06
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9344.MP4,IMG_9344.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9345.HEIC,IMG_9345.HEIC,"63 deg 37' 15.14"" N","19 deg 59' 9.64"" W",North,West,2026:05:09 19:06:07
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9345.MP4,IMG_9345.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9346.HEIC,IMG_9346.HEIC,"63 deg 37' 15.24"" N","19 deg 59' 9.54"" W",North,West,2026:05:09 19:06:09
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9346.MP4,IMG_9346.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9347.HEIC,IMG_9347.HEIC,"63 deg 37' 15.26"" N","19 deg 59' 9.50"" W",North,West,2026:05:09 19:06:10
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9347.MP4,IMG_9347.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9348.HEIC,IMG_9348.HEIC,"63 deg 37' 15.26"" N","19 deg 59' 9.50"" W",North,West,2026:05:09 19:06:11
C:/Projects/iceland_trip/photos/Iceland Trip/IMG_9348.MP4,IMG_9348.MP4,"63 deg 37' 15.24"" N","19 deg 59' 9.60"" W",,,
